school_id,nominator_id,conf_status,school_name,school_city,school_state,school_district,school_within_school,nominator,nominator_reason,school_purpose,school_model,stage_n,implementation_years,blended_learning,competency_education,equity,experiential,staffing_infrastructure,learner_agency,maker,pbl,redefining_success,sel,udl,wraparound,station_rotation,flipped_classroom,lab_rotation,individual_rotation,flex,a_la_carte,enriched_virtual,opportunities_mastery,advancement_mastery,performance_assessment,grading_mastery,assessment_schedule,competency_framework,equity_plan,reallocation_resources,design_margins,restorative_practice,culturally_relevant,rigorous_coursework,elimination_tracking,graduation_supports,poverty_supports,immigrants_supports,ell_supports,flexible_staffing,flexible_facilities,flexible_schedule,real_time_data,quality_materials,oer,multi_age,devices_home,integrated_data,student_goals,student_pace,learning_paths,learner_profiles,student_conferences,student_data,projects_primary,student_projects,interdisciplinary,real_world,exhibitions,portfolios,career_prep,outside_credit,service_learning,local_focus,local_global,design_thinking,community_partnerships,makerspace,measures_college,measures_career,measures_deeper,measures_purpose,measures_sel,measures_climate,sel_plan,sel_curriculum,sel_integrated,circles,advisories,hiring_practices,relevant_learning,information_formats,ways_mastery,accommodations,data_instruction,adaptive_content,mentoring,mental_health,physical_health,community_support,open_hours,t1_confirmed_s,t2_confirmed_s,tag_evaluation_n,why_tag_evaluation_n,suggested_tags_n,tag_evaluation_s,why_tag_evaluation_s,nces_id,state_id,website,school_type,charter,magnet,no_grades,pk_grade,kg_grade,1_grade,2_grade,3_grade,4_grade,5_grade,6_grade,7_grade,8_grade,9_grade,10_grade,11_grade,12_grade,13_grade,ug_grade,ae_grade,low_grade,high_grade,level,CCD_student_count,native_count,native_percent,asian_count,asian_percent,hispanic_count,hispanic_percent,black_count,black_percent,white_count,white_percent,multiple_races_count,multiple_races_percent,hawaiian_native_count,hawaiian_native_percent,total_race_count,lunch_program,locale,locale_original,FRPL_count,FRPL_percent,direct_certification_count,direct_certification_percent,title_i_status,CRDC Total Enrollment,IDEA_percent,LEP_percent
235,79,Confirmed,International School of the Americas,San Antonio,Texas,North East Independent School District,No,Anonymous,"At the International School of the Americas students are immersed in a collaborative, relationship-driven environment where all students are provided with an honors-level curriculum and the extra academic support required to succeed at this challenge. The learning is interdisciplinary with an emphasis placed upon a real world application of the skills and content. All students participate in international travel, community service, a career-exploration internship, and a final portfolio assessment of their learning at the conclusion of their senior year. It is a dynamic learning environment that also serves as a professional development school for Trinity University, mentoring new teachers into the teaching profession. ISA's small size and structure provide the sense of not just community but family. Relationships are fostered through intentional practices to build deep learning, real support, and honest dialogue. Students and teachers feel supported, valued, and empowered. Teachers and students value relationships, appreciate diversity, accept differences, take risks, and help students set and achieve individualized goals for learning. Students are known and individual accommodations are made for learning styles, differences, talents, and interests. Teachers design curricular and pedagogical experiences, enact grade-level teaming, integrate curriculum within and between the disciplines, facilitate communication with families, and lead students in travel. Through authentic, performance-based learning, students grapple with complex questions, look at multiple perspectives, make judicious decisions, and find solutions not only for themselves but also for the world community. Students are provided equal access to ISA via an open application process with lottery selection, heterogeneous grouping, and the expectation that all students will meet a high academic standard. Enrichment experiences including travel, field trips, internships, and community service are available to all students regardless of socioeconomic constraints. The doors of learning are open to all students at ISA.","ISA is a small, relationship driven, magnet high school that works to develop authentic learning experiences for students that are project-based, interdisciplinary, and rigorous.  Through innovative pedagogy and community partnerships with learning institutions like Trinity University, ISA students develop and demonstrate global competencies that allow them to become change agents in their community.","While the descriptors utilized in the nomination are accurate, our campus is also exploring areas that might qualify under the ""wraparound services"" umbrella to include: building a community among our broader community to include experienced families supporting/mentoring families new to the community in areas that include school culture/climate and post-secondary pursuits.",Mature and going strong (more than 3 years),More than 9 years,1,1,,1,1,1,,1,1,1,,,,,,,,,,1,,1,,,1,,,,1,,1,,,,,,1,,,,1,,,,,1,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,,,,,1,,1,1,1,1,1,1,,,,,,,,"Yes, this is accurate.","Yes, this is accurate.",3,,,4,,483294007513,TX-015910-015910009,http://www.neisd.net,Regular School,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,489,1,0.20%,17,3.48%,277,56.65%,19,3.89%,156,31.90%,18,3.68%,1,0.20%,489,,Urban,"City, Large",114,23.3%,,,Not a Title I school,486,2.9,0.4
103,102,Confirmed,Iroquois High School,Louisville,Kentucky,Jefferson County Public Schools (JCPS),No,EdSurge,"The school is piloting a new program for English language learners in danger of aging-out of traditional high school, called Accelerate to Graduate (A2G). It's designed in response to young adult immigrants enrolling in our district with hopes, but little expectation of earning a high school diploma, the minimal entry point for most jobs and higher education in the United States: (https://www.edsurge.com/news/2018-05-07-inside-the-project-based-program-that-s-turning-refugees-into-high-school-grads).",The core purpose of the A2G program at Iroquois High School is to support students 18-21 before they age out of high school,,Not sure,Less than 2 years,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, this is accurate.",,2,,"Performance-based, language learning... it's a unique program.",4,,210299000753,KY-056275000-056275335,,Regular School,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,9,12,High,1268,2,0.16%,106,8.36%,157,12.38%,657,51.81%,320,25.24%,25,1.97%,1,0.08%,1268,Yes under Community Eligibility Option (CEO),Urban,"City, Large",988,77.9%,,,Title I schoolwide school,1165,13.6,24.0
104,97,Confirmed,John Barry Elementary School,Meriden,Connecticut,Meriden Public Schools,No,CT Center for School Change,"This is a true turnaround story. It was a school about to be taken over, and now has seen dramatic results in the state accountability index (39.8% increase in a few short years). It has also been identified by the state as a school of distinction for 2018 SBAC results. John Barry and the Meriden Public Schools were awarded the highly competitive American Federation of Teachers (AFT) Innovation Grant  which helps facilitate Barry's transition to an Extended Learning Time School. Extended Learning Time School students receive 100 more minutes of instruction and enrichment a day, which equals 40 more school days a year. Positive changes in school culture, which have created a welcoming and caring school climate, have had a positive impact on student attendance; chronic absenteeism has decreased by 22%. Through the use of Google Classroom in every John Barry grade level, teachers are able to personalize learning to meet the needs of all students by differentiating the assigned work. All classrooms are 1:1 digital learning environments that utilize blended learning strategies. Reading instruction is personalized daily through adaptive reading programs (Freckle, Imagine Learning) which adjust to the students ""just right"" reading level. K-5 students are engaged in rigorous math activities that are designed for flexible groups and encourage student discourse with a focus on mathematical processes, vocabulary, and the use of multiple strategies. Math instruction is personalized through the use of adaptive math programs (Freckle, ST Math and MyMath) that allow students to work at their own pace based upon their performance     ","The core purpose of John Barry Elementary School is to provide our community a place of acceptance. All who join the John Barry family are supported, ensured safety and are provided a well rounded, differentiated learning experience. The professionals at John Barry are driven to meet the needs of all students and maximize their potential as individuals. Our goal is to continuously empower all members of the John Barry family to thrive inside and outside of the Barry walls. ""The Barry Way"" has created a community that respects being safe, responsible and respectful. We will continue to surpass academic goals while supporting personal growth.   ","John Barry is a Expanded Learning Time elementary school. John Barry's re-engineered day provides an additional 100 minutes for instruction, enrichment, and teacher collaboration. All work together to implement innovative programs and effective curricula keyed to the educational, social and economic challenges of an increasingly diverse population. John Barry Elementary School is the first Meriden Public School to be completely 1:1.  All classes, in all grade levels K through 5, are equipped with a dedicated Chromebook Cart. Barry also has a mega computer lab with 75 seats and another smaller lab with 30 seats. Our technology-rich curriculum infuses resources from multiple digital content partners including Imagine Learning, myON, Mind Research Institute's ST Math, MobyMax, Mystery Science, Reading A-Z, Freckle and Vocabulary.com.  Teachers are able to personalize learning based on both formative and summative assessment data.  Students regularly use choice boards (must do/can do) to select the digital tool that both matches their interests and meets their learning needs.  To support their digital transformation, John Barry launched the Tech Buddies program which pairs older students with younger students, showing them how to use educational technology tools. Tech Buddies was featured by Edutopia Schools That Work and the feature received over 20,000 views.  All Barry students participate in Math and Literature Through Technology program for a minimum of 45 minutes each week.  This curriculum is aligned with the ISTE Standards for Students and provides an opportunity to explore topics such as digital citizenship, coding, and robotics. The district reading curriculum is directly aligned to the Common Core State Standards and taught during a two-hour instructional block. Each unit uses the lens of an umbrella standard. Teachers deliver daily extension activities using weekly text and driven by skill based standards. Barry teachers have embedded the process of inner dialogue and questioning into the process of planning. This practice explicitly highlights two important points.  First, it focuses on skills across grade levels using aligned language and higher level expectations as students grow. Second, it gives each lesson a purpose beyond designated content for both students and teachers, encouraging real-world application, inquiry, and engagement while learning.  Instructional coaching and peer observations ensure continuous rollout, reflection, and revision. Google Classroom is used across grade levels. Teachers use Google Classroom to group students and differentiate assignments.  Google Forms is used to collect data in conjunction with the extensive use of Google Sheets to aid in the analysis process. This supports alignment of data across grade levels, facilitates the creation of next steps, and increases teacher awareness of reflective instructional practices and student needs. myON provides access to a library of over 6,000 digital books that students can select based on Lexile and interest.  Meriden's data warehouse provides timely benchmark and Smarter Balance Assessment (SBA) actionable data. Teachers also analyze SBA Interim Assessments, observations, unit tests,  anecdotal notes, and software data.  Next steps involve continuing to improve reading achievement across all subgroups and promoting lifelong readers.  Barry's  K-5  math curriculum is aligned to the Common Core State Standards (CCSS) in math, National Council of Teachers of Mathematics (NCTM) standards, and Smarter Balance Assessment (SBA) assessments. Taught for 60-80 minutes daily, the program emphasizes rigor, conceptual understanding, and connection to prior concepts and skills. Students are engaged in rigorous math activities in all classrooms. Differentiated lessons allow students to work in flexible groupings so that all students master standards. Daily discussion groups encourage student discourse with a focus on vocabulary and mathematical processes. Students are challenged to find multiple strategies. They are prepared for college and career readiness through problems requiring critical thinking, problem-solving and integration of mathematical concepts. Barry's approach utilizes a student discourse model which promotes understanding of mathematical processes and concepts. Rigorous activities such as error analysis and performance tasks promote higher order thinking. Students work in a 1:1 digital environment using adaptive software such as Freckle.  ST Math is a visually driven online program that builds conceptual understanding of math concepts as well as skill development. Both programs are aligned with the core curriculum. McGraw Hill  My Math is a resource used by teachers for planning and implementation of the math curriculum. Students have access to all online math resources at home.  During team PLC meetings, teachers analyze student data from unit assessments, ST Math, Freckle, and SBA Interim Assessments. Vertical alignment allows teachers to ensure that their strategies and content prepare students the next level of material.  Next steps include continuous improvement of student achievement across subgroups to prepare students for higher level thinking and real-world problem-solving.     ",Early stage (0-3 years),2-3 years,1,1,,,1,1,,,,1,,1,1,,,1,,,,1,1,1,1,,1,,1,,1,,1,,,1,1,1,1,1,1,1,,,,,1,1,,1,,,,,1,,,1,,,,,,,,,,,,1,,1,1,1,,1,1,,1,,1,1,1,1,1,,1,1,1,1,"Yes, this is accurate.",,3,,,4,,090240000445,CT-080-05,http://www.meriden.k12.ct.us/barry/Barry_WEB/index.htm,Regular School,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,476,2,0.42%,30,6.30%,316,66.39%,47,9.87%,69,14.50%,11,2.31%,1,0.21%,476,Yes under Community Eligibility Option (CEO),Suburban,"Suburban, Large",417,87.6%,,,Title I schoolwide school,478,17.4,14.6
105,78,Confirmed,Juab High School,Nephi,Utah,Juab School District,No,Utah State Board of Education,"Juab School District is committed to providing flexible, personalized, and blended learning pathways to success for all students characterized by individual student mastery of standards. We have been working in this space for several years, and this year rolled out a standards-based report card for all students, K-12. We also use micro-credentialing as part of our professional learning for educators, offering a system that mirrors what we want our students to experience. We have made several systemic structural changes that support CBE in our district, from improving the master schedule in secondary schools to offering additional professional learning time for our teachers. We have partnered with many outside experts and have served nationally as a expert model of how a traditional school can evolve towards the personalize learning environment. Some of our partners are: EdElements, Digital Promise, Lexington Institute, Bloomboard, iNACOL, League of Innovative Schools, Mastery Connect, and Digital Promise.","Juab School District's purpose is to provide the necessary resources and support for all student to be successful and reach their educational goals.  We believe it is our responsibility to remove any and all barriers to learning that are within our control and to to assist and support in removing barriers to learning that are not in our direct control.  We are constantly seeking to improve our practices to ensure that we can provide a personalized learning experience for each student.  We have made many structural, cultural, and pedagogical changes within our district to support this work. We have established a Portrait of a graduate that emphasizes the importance of the whole child learning experience.  Our stakeholders have identified knowledge, skills, and dispositions necessary for students to be the best prepared to find their success in life and society.  Juab School District is focussed on providing flexible pathways for each student to access these knowledge, skills, and dispositions in an equitable way",,Mature and going strong (more than 3 years),4-5 years,,1,,,,1,,,1,,,,1,,1,,1,,,1,1,1,1,1,1,,,1,1,,1,,1,,,1,,,1,1,,1,,1,1,1,1,1,1,1,,,1,,,,1,,1,,,,1,,1,1,,1,,1,1,1,,1,,,1,,1,1,1,,,,,,1,1,"Yes, this is accurate.",,3,,Personalized Learning,3,,490045000334,UT-15-15704,http://www.juab.k12.ut.us/index.php?option=com_content&view=category&layout=blo,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,743,8,1.08%,3,0.40%,23,3.10%,4,0.54%,690,92.87%,13,1.75%,2,0.27%,743,Yes participating without using any Provision or the CEO,Rural,"Town, Distant",229,30.8%,,,Not a Title I school,701,15.3,0.0
106,"142,109",Confirmed,Kent Innovation High School,Grand Rapids,Michigan,Kent ISD,Yes,"Evergreen Education Group, Anonymous",Project-based learning with a collaborative environment,"KIH solves today's and tomorrow's problems by inspiring the community to think, collaborate, communicate, and create in a culture of trust, respect, and responsibility. ","Kent Innovation High is a project-based learning school established to act as a lab school for the 20 public school districts in Kent County, Michigan. Students take their core classes at KIH and their electives at their local school district. This model was established to spread innovation and PBL throughout the county.",Mature and going strong (more than 3 years),8-9 years,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,,1,,1,1,,1,1,1,1,,,1,1,1,,,1,,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,"Yes, this is accurate.",,"4, 3",,,4,,268062008464,MI-41000-02270,http://www.kentinnovationhigh.org,Regular School,No,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"69, 99",Confirmed,Kettle Moraine Explore,Wales,Wisconsin,Kettle Moraine School District,Yes,"Anonymous, Anonymous","It is fully competency based-K-5 programming. It's a model where the reality of learner centered education is fully developed and the culture supports it.

KM Explore was created by a group of teacher leaders who were committed in creating learner-centered environments at the elementary level. This model has been in existence for over 5 years and is recognized as a national K-5 learner-centered model. The foundation to their model includes the following five pillars: ""foundation"" with the following pillars:      
Optimal Learning Spaces     
Generative Curriculum     
Multi-Age Learning     
Habits of Mind     
Collaborative Teaching and Learning  
Here is what they said when we interviewed them in the first year of this model: ""Our goal at KM Explore is to help a learner be an architect of how their learning will look. Just as each building in a community looks different, each plan the learner builds will look different as well. If we start this ""blueprint"" right away in kindergarten, their is no telling what their ""building"" of learning will look like into high school and beyond!"" I am nominating KM Explore as a personalized learning model for many reasons. Here are just a few: KM Explore involves learners in the design of a different kind of school.  By being multi-age in structure, community-based in function, and integrated in its curriculum design, KM Explore learners provide evidence of learning in a manner that is meaningful to them.  A fluid and adaptable schedule removes traditional boundaries of learning. Integrated curriculum design, the creative process, and high level questioning is woven throughout the learning experience. The fundamentals of reading, writing, and math are foundational to this generative curriculum as they are embedded and integrated into the day-to-day work.  ","Our core purpose is to infuse place based and generative learning into our student's daily interactions within the classroom and community.  We facilitate this through team teaching, multiage classrooms and focusing on habits and dispositions for success.","Our school is built on five pillars: multiage learning, place based learning, habits of mind, team teaching and generative curriculum.  We strive to deliver instruction through a personalized and competency based format for all students. ",Mature and going strong (more than 3 years),8-9 years,1,1,1,1,1,1,,1,1,1,1,,,,,,1,,,1,,,,1,,1,,1,,,,,,,,,1,1,1,,,,1,,,1,1,1,1,1,1,,1,1,,1,1,,,,,1,,1,,,,1,1,1,1,1,,1,1,,,1,,1,1,,1,,,,1,1,"Yes, this is mostly accurate.","Yes, this is accurate.","4, 3",,,4,,550351002914,WI-1376-0180,http://www.kmsd.edu/kmexplore,Regular School,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,142,–,,2,1.41%,3,2.11%,1,0.70%,131,92.25%,5,3.52%,–,,142,Yes participating without using any Provision or the CEO,Suburban,"Suburban, Large",20,14.1%,,,Title I targeted assistance eligible school-No program,135,3.0,0.0
110,114,Confirmed,KIPP Liberation,Houston,Texas,KIPP Texas Houston,Yes,Anonymous,,"KIPP Liberation College Preparatory strives to empower students academically, intellectually and socially. Students hone the skills and knowledge necessary to succeed in top quality high schools and colleges, in-turn contributing to the social and economic improvement of their own community and the world beyond.",,Early stage (0-3 years),2-3 years,1,,,,,1,,,,,,,1,1,,,,,,1,1,1,,,,1,1,,1,1,1,1,,1,,1,,,,1,1,,,,,1,1,1,,1,1,,1,1,1,,1,,,,,,,,,1,,,1,1,1,1,1,,1,,1,,,1,1,1,,,1,1,1,,"Yes, this is accurate.",,4,,,3,,480005411548,TX-101813-101813047,,Regular School,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,5,8,Middle,311,2,0.64%,1,0.32%,150,48.23%,149,47.91%,7,2.25%,2,0.64%,0,0.00%,311,Missing,Urban,"City, Large",284,91.3%,,,Title I schoolwide school,320,8.1,17.2
111,"55, 67",Confirmed,Latitude 37.8 High School,Oakland,California,Education for Change,No,"Anonymous, Rogers Family Foundation","Latitude 37.8 is devoted to the spirit, community, and history of Oakland, California. Located in the city's Fruitvale neighborhood, Latitude uses an academically rigorous, hands-on approach to education that sets high standards for students and equips them with practical skills to succeed in college and career. In addition to traditional classes, students spend much of their school time in the community: volunteering for local nonprofits, interning at local businesses, meeting with mentors, interviewing local experts and professionals for class projects, and learning about the vibrant, complex city around them. Students gain exposure to the wide range of career options in the Bay Area and beyond, while developing deep connections to the community in which they live.

Latitude is a brand new high school that blends the best of High Tech High's project-based and deeper learning model with Big Picture Learning's emphasis on work-based learning.","Too many high school students today, especially in Oakland, express that they do not know why they are learning what they are learning or how it matters to them as individuals. Students become disengaged with their schooling experiences and, as a result, 1 out of 3 Oakland students drops out of high school. Latitude's model gives students the opportunity to grapple with interdisciplinary problems through experiences outside of school, working with professionals in authentic settings to connect what they are learning to their future. By extending learning beyond the walls of a school building, Latitude's learning experiences demystify access to the full range of Bay Area career opportunities and expand each student's sense of possibility for their future.  ","As described in the infographic above, the Latitude learning experience is organized around four key structures that operationalize each of our design principles and employ our key practices:  

Studios: Latitude's studio model will engage students in experiential project-based learning grounded in the city of Oakland, exploring its cultural dynamism, entrepreneurial assets, and unique challenges. Instructors will facilitate learning experiences in authentic settings, in partnership with professionals from the community. We are using high quality project based learning curriculum that was developed at High Tech High. These projects are aligned to common core and Latitude's competencies. Students' project work will be organized into two interdisciplinary studios, Humanities Studio and Science & Design Studio, as they investigate, document, and develop creative solutions to real challenges confronting the Oakland community. The benefits of operating within a professional studio are many: from Day 1, Latitude students will have the opportunity to step into the shoes of professionals, to begin building a portfolio of work, to take on authentic leadership roles, and to develop the agency, skills and methods of inquiry that will facilitate their pursuit of independent projects in later phases.  For an example of the first project in phase one, see here. (Students will earn UC A-G credit for English, History, Math, Science, Visual Arts, and College-Prep Elective.)  

Workshops will complement and enrich the work happening in our Studios, with a focus on developing powerful literacy and mathematical thinking skills. Our strategies are anchored in research and personalized to meet every student where they are to ensure that students with unfinished learning or special learning needs receive the supports they need. Research has shown that personalized learning without clear competencies can lead to low rigor and expectations. At Latitude, all students will receive personalized support as they work to achieve mastery of competencies aligned to college and career readiness.   Our vision for Literacy Workshops is to ensure that skill development feels purposeful and contextualized. For instance, when tackling a design project on supporting the transition of newcomer youth to Oakland, in Literacy Workshop, students would read complex grade-level texts about immigration policies, as well as stories about immigrants, including students' own. For ELL students, workshop is the space where systematic English Language Development is provided, complementing the integrated ELD they receive in the context of Studio projects. Additionally, these workshop sessions will be supplemented by resources from UnboundED, EL Achieve, and other Common Core-aligned curriculum to ensure students are exposed and grappling with grade-level appropriate complex texts.   In Math Workshop, students develop the key competencies of Mathematical Problem-Solving, Mathematical Argumentation and Reflection. Latitude's math workshops are rooted in the research of Stanford University's Jo Boaler and Vanderbilt University's Ilana Horn. The team of math teachers have attended the Standards Institute run by Unbounded and will use the available open source common core aligned curriculum for the math content in year 1. Additionally, math teachers will supplement the UnboundED curriculum with resources from the TRU (Teaching for Robust Understanding) framework developed by Alan Schoenfeld at UC Berkeley.  All of our math teachers will be trained in best practices developed by the Math for America fellowship and the Knowles Teaching Foundation. Students will develop core mathematical mindsets through an inquiry-oriented math approach, exploring multiple methods of solving group-worthy problems and engaging in mathematical discussions to defend their reasoning.  

Advisory: Cultivating a strong sense of belonging will permeate all aspects of the Latitude experience, but advisory will be students' home within the school throughout their time at Latitude. Advisory will provide students with the space and support to reflect on their evolving sense of identity. Throughout their time at Latitude, students will develop an ever clearer sense of purpose about the lives they hope to lead and reflect on how their values and beliefs align with their aspirations. The advisor's job is to know each student and their family deeply, so that they can support each student's unique college and career goals through a personalized educational plan. To support students with our competencies around navigating systems and self-advocacy, community involvement, building strong mentorship networks, and acquiring knowledge outside of school, our advisory program will use curriculum developed by Big Picture Learning and tools from Project Wayfinder.  Extended Learning Opportunities (ELOs) â€šÃ„Ã® Advisors will support students in securing ELOs, such as internships or service learning experiences, off campus. They will coordinate Networking Power Lunches and Career Site Visits with professionals in the community. Advisors will support advisees in conducting regular informational interviews, so that the task of networking becomes second nature. Students will have the option of identifying their own ELOs, or they may choose an ELO from one of several core community partners that Latitude will cultivate. Within advisory, students will have dedicated time to reflect on their ELOs and to curate a digital portfolio that documents their evolving intellectual and career interests, as well as a virtual ""rolodex"" of their ever expanding network of professional contacts.   Latitude is a gradual release model. In the earlier phases, learning experiences in the community are scaffolded and chaperoned by teachers. As students build independence and grow their academic and professional skills, they will have increasing opportunities to engage in independent ELOs, or Extended Learning Opportunities. ",Early stage (0-3 years),Less than 2 years,,1,1,1,,1,1,1,1,1,1,,,,,,,,,1,,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,,,,,,,,1,,,,1,,1,,1,1,1,1,,1,,1,1,1,1,1,,,,,,,1,,,1,1,1,1,1,1,1,,,1,1,,1,,"Yes, this is mostly accurate.","Yes, this is mostly accurate.","3, 3",,integrating community partnerships in core academics,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"83, 94",Confirmed,Launch Network at Stedman Elementary,Denver,Colorado,Denver Public Schools,Yes,"ReSchool, Anonymous","Micro school within a high-poverty public elementary school; vision to be a cluster/network of public micro schools over time; significant focus on culture, identity, and leveraging assets in the community.

School within a school model gives students who perform low academically extra supports. Family is INTEGRAL to the model. Microschool approach with a public setting.","Launch exists to close equity and opportunity gaps by creating holistic, personalized, student-centered communities for families who want an exceptional education. We envision opportunity, agency and excellence for all students and families.","Launch partners with schools to design small, relevant and authentic learning environments.  We work closely with families to build ownership and self-efficacy over their students' education while also supporting parents in creating environments and experiences that foster their students' development outside the classroom. We engage community educators who bring their experiential and relational expertise to develop students' emotional wellness, self-awareness, and positive identity.  After 2-3 years, students launch into our alumni program until they reach college and within the school partnership we distribute the systems and behaviors driving the collaborative family and community ownership of student learning.",Early stage (0-3 years),Less than 2 years,,,1,,1,1,,,,1,,1,,,,,,,,1,,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,,1,,,,1,1,,,,1,,1,,,,1,,,,,1,,,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,,"Yes, this is mostly accurate.",,"3, 3",,Connected to family,4,,080336000411,CO-0880-8232,http://stedman.dpsk12.org,Regular School,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,248,1,0.40%,2,0.81%,81,32.66%,124,50.00%,32,12.90%,8,3.23%,–,,248,Yes participating without using any Provision or the CEO,Urban,"City, Large",190,76.6%,158,63.7%,Title I schoolwide school,283,12.4,17.3
116,135,Confirmed,Lindsay Unified High School,Lindsay,California,Lindsay Unified,No,Transcend,"Lindsay is pushing hard toward a competency-based model with learners directing their own pathway through competencies in a very real way. They are introducing new strategies every year, such as new scheduling options that are extremely flexible or new technology supports. ",Lindsay is pushing hard toward a competency-based model with learners directing their own pathway through competencies in a very real way. All of this to ensure the learners are prepared to be successful in whatever future they desire. Lindsay learners will be intelligent and amazing citizens that contribute to their community.,This would be from #7,Mature and going strong (more than 3 years),8-9 years,1,1,,,,,,1,1,,1,,,,,1,,1,,,1,,1,,,1,,,,1,,,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,1,,1,,,1,,,,,1,,1,,,,1,,,,,1,,1,,,,,,1,,1,,"No, this is not very accurate.","No, this is not very accurate.",3,,,4,,062187002595,CA-5471993-5432414,http://www.lindsay.k12.ca.us/lindsay%20high/,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,1044,2,0.19%,28,2.68%,966,92.53%,2,0.19%,44,4.21%,2,0.19%,–,,1044,Yes under Provision 2,Rural,"Town, Fringe",913,87.5%,,,Title I schoolwide school,1072,4.1,31.4
117,67,Confirmed,Lodestar,Oakland,California,Lighthouse Community Public Schools,No,Rogers Family Foundation,"Lodestar is a relatively new school, growing ultimately to a single K-12 school. They leverage maker-centered learning, project-based learning, mixed-aged grouping, and Expeditionary Learning.",Lodestar is designed around two key design principles: agency and belonging in community. We rethink fundamental aspects of traditional school models to support students with an expanded definition of student achievement. Some of our early wins (in Year 3 of operation) are with our EL Education partnership and project-based learning and with creatively leveraging instructional time to design just-right student schedules. ,,Early stage (0-3 years),2-3 years,1,1,1,,1,1,1,1,,1,,,,,,1,,,,1,,1,1,,,1,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,,,1,,,,1,,1,,1,,1,1,,,1,,,1,,,1,,,1,1,1,1,,1,,1,1,1,,1,1,,,,1,,,,"Yes, this is accurate.",,3,,,3,,062805014027,CA-0161259-0134015,http://www.lighthousecharter.org,Regular School,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,"Elementary, Middle, High",234,0,0.00%,5,2.14%,153,65.38%,46,19.66%,16,6.84%,14,5.98%,0,0.00%,234,No,Urban,"City, Large",164,70.1%,,,Missing,,,
