school_id,school_name,school_city,school_address,school_state,school_district,website,learning_model,suggested_tags_s,policy_factors,school_descriptor_district,school_descriptor_charter,school_descriptor_independent,school_descriptor_sws,school_descriptor_virtual,school_descriptor_microschool,school_descriptor_homeschool,school_descriptor_hub,school_descriptor_other,school_descriptor_other_text,leader_tenure,practices_design_marginalized,practices_restorative,practices_hiring_equity,practices_dual_language,practices_trauma_informed,practices_social_justice,practices_anti_racist,practices_reallocation_resources,practices_culturally_responsive,practices_disaggregated_participation_data,practices_families_leaders,practices_physical_well_being,practices_sel_curriculum,practices_teachers_leaders,practices_mental_health,practices_sel_integrated,practices_student_conferences,practices_assessments_sel,practices_community_supports,practices_expanded_open_hours,practices_students_leaders,practices_design_thinking,practices_place_based,practices_flexible_facilities,practices_interdisciplinary,practices_portfolios_exhibitions,practices_pbl,practices_peer_to_peer,practices_flexible_staffing,practices_makerspace,practices_service_learning,practices_student_projects,practices_real_world,practices_assessments_deeper,practices_blended_learning,practices_station_rotation,practices_flipped_classroom,practices_flex,practices_student_data,practices_a_la_carte,practices_enriched_virtual,practices_individual_rotation,practices_adaptive_content,practices_interoperability,practices_hybrid,practices_virtual_pathway,practices_competency_education,practices_expanded_success,practices_student_goals,practices_learning_paths,practices_student_pace,practices_performance_assessment,practices_learner_profiles,practices_accommodations,practices_udl,practices_grading_mastery,practices_advancement_mastery,practices_competency_framework,practices_opportunities_mastery,practices_mtss_academics,practices_multi_age,practices_mentoring,practices_community_partnerships,practices_early_college,practices_assessments_career,practices_industry_credentials,practices_advisories,practices_career_prep,practices_tutoring,practices_extended_learning,practices_elimination_tracking,practices_dual_credit,learn_practice_1,learn_practice_2,learn_practice_3,learn_practice_4,learn_practice_5,focus_swd,focus_emergent_bilinguals,focus_homeless,focus_economic_disadvantage,focus_bipoc,focus_newcomer,focus_foster,focus_juvenile_justice,focus_other_student_group,focus_other_student_group_text,student_experience,leaps_rank_high_expectations,leaps_rank_whole_child,leaps_rank_rigorous_learning,leaps_rank_relevance,leaps_rank_affirmation,leaps_rank_social_consciousness,leaps_rank_connection,leaps_rank_customization,leaps_rank_self_direction,leaps_rank_anytime_anywhere,leaps_high_expectations,leaps_whole_child,leaps_rigorous_learning,leaps_relevance,leaps_affirmation,leaps_social_consciousness,leaps_connection,leaps_customization,leaps_self_direction,leaps_anytime_anywhere,self_reported_locale_rural,self_reported_locale_urban,self_reported_locale_suburban,self_reported_total_enrollment,self_reported_grades_pre_k,self_reported_grades_kindergarten,self_reported_grades_1st,self_reported_grades_2nd,self_reported_grades_3rd,self_reported_grades_4th,self_reported_grades_5th,self_reported_grades_6th,self_reported_grades_7th,self_reported_grades_8th,self_reported_grades_9th,self_reported_grades_10th,self_reported_grades_11th,self_reported_grades_12th,self_reported_grades_past_12th,self_reported_grades_other,self_reported_grades_other_text,self_reported_race_aian,self_reported_race_asian,self_reported_race_black,self_reported_race_hispanic,self_reported_race_nhpi,self_reported_race_multiple,self_reported_race_white,self_reported_ell,self_reported_frpl,self_reported_swd,self_reported_ela,self_reported_math,nces_id,nces_locale,nces_total_enrollment,nces_grades_pre_k,nces_grades_kindergarten,nces_grades_1st,nces_grades_2nd,nces_grades_3rd,nces_grades_4th,nces_grades_5th,nces_grades_6th,nces_grades_7th,nces_grades_8th,nces_grades_9th,nces_grades_10th,nces_grades_11th,nces_grades_12th,nces_grades_13th,nces_race_black,nces_race_nhpi,nces_race_asian,nces_race_hispanic,nces_race_aian,nces_race_white,nces_race_multiple,nces_frpl,nces_swd,nces_ell,ELA_School_Average,Math_School_Average,resource_text_1,resource_link_1,resource_text_2,resource_link_2,resource_text_3,resource_link_3,public_contact,public_contact_role,public_contact_email,nces_descriptor,Updated
608,Legacy Classical Christian Academy,Haslet,12501 Hwy 287,Texas,Private,www.legacyclassical.org,We are an accredited University-Model(R) school. Highly qualified teachers provide instruction in the “central classroom” two (PreK-6th) to three (7th and up) days a week . The remaining weekdays are spent at the satellite classroom completing reinforcement assignments and projects. Parents and/or private tutors attend valuable training workshops to help ensure quality mentoring and learning at home. Both classrooms are under the supervision of the professional educator at the school. The purpose is to to assist multicultural Christian families in building a legacy of servant leaders who stand up for Biblical values in an exceedingly compromising culture.,Classical Education; National Institute for Learning Differences (NILD) Discovery Program; Parents as Co-Teachers;,"Better (and ongoing) professional development for parents who are considered co-teacher.
Better (and ongoing) SEL for both parents who are considered co-teacher and the on-site instructor.",,,1,,,,,,,,10 years or more,,,,,1,,1,,,,5+ years,1,,1,1,1,,,1,,1,,,1,1,1,,1,1,,,,,1,,,,,,,,,,,5+ years,,,1,,,,5+ years,,1,,1,,,,1,5+ years,,,,,,,,1,1,5+ years,1,1:1 mentoring,assessments for career readiness,community and business partnerships,students as co-leaders,real-world problem solving,,,,,,,,,,,The learning environment is designed to create curious students who are excited to expand their knowledge and who instinctively desires to research unknown topics.,,,1,,,,2,,,3,,,Rote Activities →  Rigorous Learning,,,,Isolation → Connection & Community,,,"Siloed Schooling → Anytime, Anywhere Learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,97,94,A1190082,Suburban,87,8,4,11,6,5,12,5,10,6,7,3,2,7,1,,2.53%,0.00%,3.80%,6.33%,1.27%,78.48%,7.59%,,,,,,Profile written by Transcend Education,https://docs.google.com/presentation/d/1i52fTVCbedc4g9Wt2kknsryFDh4NdEiOgRFBiKw_4j8/edit#slide=id.g101638850e1_2_4936,American Enterprise Institute,https://www.aei.org/research-products/report/hybrid-homeschooling/,EdChoice Podcast,https://www.edchoice.org/podcasts/ep-173-cool-schools-with-legacy-classical-christian-academy/,Belinda Henson,Head of School,belinda.henson@legacyclassical.org,,2022-02-26 5:54:53
445,Lewisburg Elementary,Lewisburg,750 Stacker St,Kentucky,Logan County,https://www.logan.kyschools.us/2/home,"Lewisburg school is dedicated to providing a learning experience that is grounded in the belief that students should be given an opportunity to reach proficiency in critical work skills. This means students should have an opportunity each day to be creative, communicate effectively, and lead.",,,1,,,,,,,,,,4-6 years,1,,,,1,,,1,,,,,,,1,1,3-4 years,1,1,1,,,,1,,1,3-4 years,,1,3-4 years,,,3-4 years,1,,1,1,,1,,1,,,,1,1,1-2 years,,1,1,,1,,,,1,,1,1,1,,1,,,,,1,1,1,,,,assessments for deeper learning,design thinking process,performance based assessment,SEL curriculum,,1,,,1,,,1,,,,The learning environment is fun and interactive. The student has an opportunity to explore relevant information that is applicable to their own personal lives and goals.,3,5,4,1,,,,7,2,6,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,,,,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210354001545,Rural,510,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,0.45%,0.00%,0.00%,4.04%,0.00%,93.27%,2.24%,56.86%,18.34%,0.19%,,,,,,,,,Josh Matthews,Principal,joshua.matthews@logan.kyschools.us,,2022-03-11 13:26:30
502,Liberty Academy,Liberty,1115 Blackberry Drive,Missouri,Liberty 53,http://la.liberty.k12.mo.us,"At Liberty Academy, our programming is designed for interest based exploration, collaborative menu design, real world off-campus engagement, and long term personal growth.   Our daily environment is communal with a strong focus on human agency, mentor based relationships, and personalized pathway design in a competency based academic setting.  Our students don't have classrooms, our teachers don't have desks, and our schedule is subject free and flexible to the hour.  Our school isn't designed to help students prepare for specific careers, it's designed to help students figure out what comes next as a result of the things they're learning about themselves.",We're designed for where society and school is headed rather than where it is now.,Carnegie Unit / Standardization of Mass Schooling,1,,,,,,,,1,At-Risk Alternative for 9-12,7-9 years,1,1,,,1,,,1,1,,1,1,1,1,1,5+ years,1,1,1,,1,1,1,1,1,5+ years,1,1,5+ years,1,,1,1,1,,,,,1,1,,,1,,,,5+ years,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5+ years,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,"Kids are seen and heard and treated as equals.  We often say to kids, ""we're built for you to find your thing and we can't start building your personalized framework until we know what's in your heart and mind"".  We want kids to explore, connect, engage, heal, and grow.  We're built around the idea of match quality which means that we want to instill a drive in children to never stop exploring until what they do for a living is also what makes them happy, gives them purpose, and is innately connected to their inherent aptitudes and what they believe in.",7,6,9,5,8,,4,1,2,3,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,291854001665,Suburban,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,,,,,,,,,2.13%,2.13%,,,Reimagine Ed Post,https://www.reimaginedonline.org/2022/02/missouri-alternative-high-school-achieves-personalization-through-innovation/,Forbes Article,https://www.forbes.com/sites/tomvanderark/2019/10/07/11-alternative-schools-that-are-real-alternatives/?sh=3f9498b81c1c,NSBA Magna Award,https://vimeo.com/showcase/6983748,Arthur C Smith,Lead Designer,art.smith@lps53.org,,2022-02-28 19:03:29
302,Lincoln Middle School (Ar),Lincoln,201 E SCHOOL ST,Arkansas,Lincoln Consolidated School District,http://www.lincolncsd.com,"As a school, we are ready for the next level.  We desire to continue to re-imagine ""schooling"".  We want a unique partnership within school building and within the community. As we continue the shift from teacher-centered to learner-centered, our focus will be on co-creating personalized paths, designing authentic learning experiences, planning meaningful learning opportunities in the community, and engaging learners in explicit work self-management and self-awareness. Data-driven instruction combined with multi-grouping instruction will be the vehicle that will help us get to our end goal. We believe that these strategies will allow us to serve all learners in their path to mastery. We want students to have choice and voice in how they sho",,Assessment: To be able to show student mastery by a portfolio of their work in place of or along with the summative assessment required from the state department.,1,,,,,,,,,,10 years or more,1,1,1,,1,1,,1,1,1,,1,1,5+ years,1,1,5+ years,1,1,,,1,,,1,,3-4 years,1,1,,,,1,1,1,1,,1,1,,,1,1,,,1,5+ years,1,1,1,1,,1,1,,1,1,1,1,,,3-4 years,1,1,,,1,,,1,,,à la carte model,,,,,1,,1,1,,,1,,,,"Summit data also allows teachers to determine what groups of students need extra support.  Students are able to get extra support through the more flexible schedule that we now have. Students have control over their pace of learning with twenty percent of the curriculum. The other eighty percent is project-based learning. Along with the personalization, students can show mastery through the Cognitive Skill rubric that is universal to all grades. The rubric is used for English, Science and Social Studies. The rubric provides students the opportunity to show true grade level understanding, meaning that a student might be in 5th grade but has mastery in certain standards on a 4th-grade level, while other standards are on a 7th-grade level. Cognitive skills are repeated throughout projects to allow students time to show growth in a skill at their own pace and provide students with multiple opportunities to gain mastery. Student learning has been impacted by the cognitive skills rubric which provides continuous learning and improvement cycle.",,1,,,3,,,2,,,,Narrow Focus → Whole-Child Focus,,,Assimilation & Marginalization → Affirmation of Self & Others,,,Inflexible Systems → Customization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,39,50894001363,Rural,396,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,0.26%,0.26%,3.40%,10.99%,3.93%,76.96%,4.19%,70.96%,18.80%,10.18%,,,,,,,,,Michele Price,Principal,mprice@lincoln.k12.ar.us,,2022-03-11 12:51:28
475,Link Learning,Berrien Springs,,Michigan,Berrien Springs Public Schools,,We are a virtual alternative education high school with drop in center support.  They do not have to come into the center unless they wish to or if they need additional support that can be given by center staff.,at-risk students,We need to get away from Time being the variable for a student to be considered educated.  Time should not be that factor.  This needs to change at the state level.,1,,,1,1,,,,1,Blended approach with drop in center support,1-3 years,1,,,,1,,,1,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,,,,,1,1,,,1,1,1,,,1,1,,,1,,1,5+ years,5+ years,,1,5+ years,1,,,1,1,1,,5+ years,1,,,,,1,5+ years,1,1,1,assessments for social-emotional skills,adaptive content,extended learning opportunities,grading policies focus on mastery,interdisciplinary,1,1,1,,,,,,1,We serve students that are not being served or underserved due to the at-risk nature of our students.,Personalized to meet the needs of each learner,1,,,2,,,,,3,,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,,,Irrelevance → Relevance,,,,,Passive Compliance → Active Self-Direction,,1,1,,1935,,,,,,,,,,,1,1,1,1,,1,adults up to 22 years old,,,25,18,,,62,7,67,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristi L. Teall,Executive Director,kteall@shamrocks.us,,2022-02-23 7:55:04
303,Living School,New Orleans,6003 Bullard Ave. Suite 16,Louisiana,New Orleans Public Schools,,"At Living School, students learn by doing.  We prioritize integration of subjects and students so we learn in collaborative, authentic, inclusive ways.  Students earn college acceptance, an advanced trade, a living-wage job offer, and the habits of a healthy life.",democratic,Eradicating childhood poverty (ensuring basic human rights for all of our students),,1,,,,,,,,,1-3 years,1,3-4 years,1,1,1,1,1,1,3-4 years,,1,1,,1,1,1,1,1,1,,1,,1,1,1,3-4 years,3-4 years,,1,,,1,1,1,1,1,,,1,,1,,,,1,,,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,,1,3-4 years,1,1,1,1,1,1,competency/mastery-based education,flipped classroom,early college high school,,,1,1,1,1,1,1,1,1,,,"Students are known, honored, & served individually in a program that is designed to improve their holistic well-being, preparing them for college, career, and a healthy life.",,1,,,,3,2,,,,,Narrow Focus → Whole-Child Focus,,,,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,24,75,65,220031402466,Urban,55,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,87.27%,0.00%,1.82%,9.09%,0.00%,0.00%,1.82%,29.09%,,,,,,,,,,,Delise Hampton,Director of Communications & Operations,dhampton@livingschoolnola.org,,2022-03-12 10:25:33
512,Long-View Micro School,Austin,1201 W 24th Street (Ste 200),Texas,,www.long-view.com,"Long-View Learning runs a micro school and also runs practice-based teacher institutes. The two work in tandem to support innovation in K-12 education. Our micro school is inspiring in its challenge of the status quo. More than a school, it is conceived of as a learning environment for children and adults, as we know learning is so much larger of a human activity than just schooling. The children are grouped in bands that operate as learning communities, the content is challenging and ideas-focused, and the pedagogy has a strong research base. Our school runs with a distributed leadership model. Lastly, our teacher institutes support educators working to make structural, cultural, and pedagogical changes that support deeper learning.","intellectually rigorous
higher-order skills/4 C's
deep conceptual learning
focus on self-regulation
development of metacognitive skills
no homework
distributed leadership
coherence of pedagogy across school
high levels of teacher collaboration",,,,1,,,1,,,,,7-9 years,,,,,,,,,,,,,,5+ years,,5+ years,,1,,,1,1,,1,1,1,5+ years,1,1,1,,,,5+ years,,,,,,,,,,,,,,1,,1,1,,1,,,,,1,1,,5+ years,,,,,,,,,1,,,,,,,,,,,,,,,,,,"Through the Long-View Micro School experience and more generally in the participation in the culture of the school, learners develop initiative, adaptability, and curiosity; a bias toward taking intellectual risks and engaging fully in the learning process; and strength in critical listening, questioning, collaboration, and metacognition. Ultimately, Long-View strives to create learning experiences that cultivate intellectual, social, and behavioral autonomy and a durable identity as a lifelong learner.",1,7,2,5,9,4,8,6,3,10,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",,1,,75,,,,1,1,1,1,1,1,1,,,,,,,,6,11,2,1,,25,55,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisa Zapalac,Co-Founder,lzaapalac@long-view.com,,2022-03-11 8:12:59
625,Lumen High School,Spokane,718 W. Riverside Ave. Suite 201 Spokane WA 99201,Washington,Lumen Public School,www.lumenhighschool.org,"Lumen’s learning environment is built on belonging, empowerment, flexibility, tenacity & discovery and is a place where our parenting students role as a parent is never at odds with their role as a student.",,"State discipline rules only allowing for suspensions or expulsions and not restorative practices. State systems that only report quantitive data about graduates that don't take into account the complex lived experiences of students who are farthest from educational justice and create reports that show schools that serve these students as having low grad rates and being labeled as a failing school. (you can tell this one is a passion area:-) 
The Carnegie unit for credits and school report cards based only on content.",,1,,,,,,,,,1-3 years,1-2 years,1-2 years,1,,1-2 years,,1,,1,,,1,,1,1,1,,1,1-2 years,,1,,1,1,1,1,,1,1,,,1,1,1,,,,,,,,,1,,,,1-2 years,1,1,1,,,,1,1,1,,,1,1,1,,1,,1,,1,1,,1,,,anti-racist practices,advancement on mastery,SEL integration school-wide,student-led goal setting,service learning,,,1,1,,,,,1,Parenting students,"Lumen's parenting students experience a feeling of belonging, their learning is grounded in social justice and they are empowered to set our culture and norms.  and A students role as a parent will not be at odds with their role as a student at Lumen.",3,2,,,,,1,,4,,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,,,,,Isolation → Connection & Community,,Passive Compliance → Active Self-Direction,,1,1,,50,1,,,,,,,,,,1,1,1,1,,,,5,5,15,10,5,15,45,5,95,22,,,530035003770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day in the life of a student video,https://drive.google.com/file/d/12eCw-f8wQW5xu6q-rh7m77S-EkiA4H9S/view?usp=sharing,ESD 101 News,https://www.flipsnack.com/95FF8988B7A/focus-fall-2021-edition.html,,,Shauna Edwards,Executive Director,SEDWARDS@LUMENHIGHSCHOOL.ORG,,2022-03-02 16:18:52
119,Madison Palmer High School,Marks,P O BOX 350,Mississippi,none provided,,"Madison S. Palmer is school in the Mississippi Delta that serves all the high schools in the county.  Instruction is delivered to all students in an in-person learning environment that operates on a 4-by-4 block schedule.  We are considered an Apple one-to-one school with the use of Apple technology in all classrooms.  In addition to the students having access to Ipads, each student has a laptop that is carried with them daily.  Lessons are taught in a digital format 75% of the instructional time with many lessons being pre-recorded.  The school functions on a learning schedule that is replicated in each class regardless of its discipline.  The replication allows students to be met with the same expectations and demands in all classes.",,,1,,,,,,,,,,4-6 years,,1,,,,,,1,,,1,1,,1,1,,,,,,1,1,,,,1,1,1,,,,1,,1,,,,,1,3-4 years,,,,,,,5+ years,,3-4 years,,,1,,,,,,5+ years,1,,1,,1,,1,1,,1,,,,5+ years,tutoring,student advisories,1:1 mentoring,culturally responsive practices,,,,,,,,,,,,Students have adapted well to a more digital class setting and the ability to receive real-time feedback.,1,7,2,8,6,10,3,4,9,5,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280381000730,Rural,266,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,98.50%,0.00%,0.00%,0.00%,0.00%,1.50%,0.00%,100.00%,0.92%,0.00%,,,,,,,,,"Walter L. Atkins, Jr.",Principal,walteratkins@qcsd.k12.ms.us,,2022-03-08 13:38:36
120,Magnolia Montessori For All,Austin,5100 PECAN BROOK DR,Texas,Montessori For All,,"Purpose, Joy & Justice for All: Magnolia Montessori For All uses self-directed and interest-driven learning, multi-age classrooms, continuity of care, and a relationship-centric approach to build a ""second family"" community that supports human flourishing. We seek to cultivate diverse leaders of the future who find purpose and joy in their lives and advocate for others to be able to do the same.",,"I would marshal intellectual and financial resources into a single effort to build a comprehensive, streamlined, and sustainable model of education that could be adopted across the world. We have evidence that this approach is possible (e.g., the Montessori model is used in more than 20,000 schools across 6 continents). Right now, it feels like we are diluting resources and tinkering around the edges with hundreds (if not thousands) of reform efforts across the United States.",,1,,,,,,,,,Less than a year,1,5+ years,1,,1,1,1,1,1,1,,,,,1,5+ years,,1,,,,,,,5+ years,1,1,,1,,,5+ years,,1,1,,,,,,,5+ years,,,,,1,1,1,1,1,,,1,,1,1,,,1,1,1,,,,,,,1,,1,,assessments for deeper learning,individual learner profiles,anti-racist practices,competency framework,families as co-leaders,1,1,,1,1,,1,,,,"We seek to help children from a very young age explore their own interests and capabilities, experience themselves as successful, and find purpose, joy, and meaning in their world.",7,2,9,6,1,5,3,8,4,,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480144212915,Urban,478,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,11.98%,0.00%,2.27%,48.14%,0.00%,32.64%,4.96%,50.84%,6.42%,20.73%,,,,,,,,,Sara Cotner,Founder,saracotner@montessoriforall.org,,2022-03-11 13:04:46
122,Map Academy Charter School,Plymouth,11 Resnik Road,Massachusetts,Map Academy Charter School,http://themapacademy.org,"Map Academy is an alternative charter high school founded on the belief that every student – no matter what their life circumstances – has unique strengths and the ability to succeed. Our students are survivors. Most have been forced to navigate challenges beyond their years. Here, they get the chance they deserve to overcome barriers and re-engage with their education. Map Academy is the alternative these students need to write the next chapter of their story – one that is not defined by challenges, but instead by what it takes to succeed in spite of them. Students leave Map with plans for the future and the skills to achieve them.",,"Map Academy is a Commonwealth Charter School. As such, our enrollment is governed by a lottery. Currently, the only preferences allowed  by Massachusetts charter statues are for residents a school's designated catchment area--in Map's case: Plymouth, Wareham & Carver--and siblings of currently enrolled students. As a mission-driven school designed intentionally to serve students who have disengaged from or dropped out of other high schools, we urgently wish for weighted lottery legislation which would allow alternative schools like ours to ensure priority access for the students who most need support, ie have dropped out, are significantly overage/undercredited, are homeless, in foster care, etc.",,1,,,,,,,,,4-6 years,3-4 years,1,1,,3-4 years,,,1,1,,,1,,1,1,,,1,1,1,,,1,3-4 years,1,1,1,,1,,,1,,,1,,,3-4 years,1,1,,,1,1,1,,1,1,1,1,3-4 years,,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,students earn industry credentials,makerspace,social justice focus,,,1,,1,1,1,1,1,1,,,"Many of the Map Academy students who arrive at our doors have become disillusioned with their high school experience. They are unsure what to expect, and unwilling to accept the old structures and culture they previously experienced. While Map Academy students are held to the same standards and requirements to earn their high school diploma as all Massachusetts students, their pathways are designed for each student to succeed in ways that work for them. Right down to the design of our building, Map Academy puts students at the center. The student experience at Map Academy is not like your old high school. We put an emphasis on forming personal relationships between our staff and each student. And we back up our focus on individualized learning with the technology that makes it possible. Each student’s schedule is responsive to their passions and goals, barriers to success, current learning targets and ability to demonstrate competency in a given subject area.",4,,,7,5,,6,1,2,3,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,,,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,,Isolation → Connection & Community,Inflexible Systems → Customization,Passive Compliance → Active Self-Direction,"Siloed Schooling → Anytime, Anywhere Learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,55,,,250058902885,Suburban,161,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,5.08%,0.51%,0.51%,15.74%,0.00%,72.08%,6.09%,,,,,,Education Disruption website which chronicles Map's journey and is a repository for resources about our model,https://educationdisruption.org,Think Forward New England: Profiles of Innovation (CRPE),https://crpe.org/new-england-profiles-of-innovation-map-academy/,NGLC New Designs for School Profile,https://www.nextgenlearning.org/articles/map-academy-designed-for-disruption,Rachel Babcock,Co-founder & Co-director,rbabcock@themapacademy.org,,2022-03-11 7:50:18
521,Middle Park High School,Granby,P O BOX 130,Colorado,East Grand School District NO. 2,http://mphs.egsd.org,"At Middle Park High School we take great pride in our academic programs; our local community; and the achievements of our staff, students, and graduates. Through our Homegrown Talent Initiative, we provide opportunities for students to gain exposure to career pathways utilizing job shadows, internships and work based learning opportunities.  These experiences help to broaden skills and competencies, providing career-connected learning experiences that align with the needs and aspirations of our local economy, while at the same time leaving students better prepared for life after high school. MPHS Graduates are; critical thinkers, creative innovators, responsible collaborators, global citizens, lifelong learners, and effective communicators.",,,1,,,,,,,,,,1-3 years,,1-2 years,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,1,1,,,,,,1,1,,1,,,1,,,,,,,1,,1,,,1,,,,,,,,1,1,,3-4 years,,,1,5+ years,3-4 years,,,,1,assessments for career readiness,assessments for deeper learning,assessments for social-emotional skills,,,,,,,,,,,,,"At Middle Park High School every student has a voice that is valued and an equal opportunity to be supported to succeed.  Students experience a community that fosters a sense of belonging, collaboration, high expectations and achievement.",2,,1,,,,3,,,4,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,,Rote Activities →  Rigorous Learning,,,,Isolation → Connection & Community,,,"Siloed Schooling → Anytime, Anywhere Learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80432000596,Rural,426,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,0.25%,0.50%,0.25%,16.29%,0.50%,80.45%,1.75%,21.83%,8.00%,4.27%,,,Career Cabs,https://www.skyhinews.com/news/new-career-cab-program-educates-students-at-local-businesses/,Homegrown Talent Initiative,https://www.skyhinews.com/news/homegrown-talent-is-one-approach-to-labor-crisis/,Career-Connected Learning,https://coloradosucceeds.org/homegrown-talent-initiative-awards-750000/,Cynthia Rimmer,Principal,cindy.rimmer@egsd.org,,2022-03-10 17:36:42
543,Milton Senior High School,Milton,17 Rebecca Lander Drive,Vermont,Milton Incorporated School District,http://www.mtsd-vt.org/mhs/,"We are a proficiency based learning organization committed to equity and focused on student learning and growth in the areas of academic success, social / emotional health and well being and student voice and engagement using inclusive practices that are universally designed, culturally and linguistically responsive.","We are in the process of shifting to a new innovation model beginning with the 2022-23 school year, in which 9th graders will rotate through a series of design thinking courses that include the content areas of art, music, science and engineering while upper level students will have the opportunity for a flexible pathway that allows for self-directed learning in the innovative center supported by both teachers and community mentors and business partners.",More flexibility with attendance and seat time,1,,,,,,,,,,10 years or more,1,3-4 years,1,,1,3-4 years,5+ years,,1,1,,,1,1,1,1,1,1,,,1,,,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,1,,,,,,1,5+ years,,1,1,1,1,,,1,1,5+ years,1,,1,1,1,,1,1,,1,1,1,design thinking process,competency/mastery-based education,community and business partnerships,students as co-leaders,design to meet needs of students who have been marginalized,1,,1,1,1,,1,,,,Empowering students to be the leaders of their learning; through strong youth and adult relationships that support students ability to recognize their strengths and identify their passions while exploring a variety of learning opportunities within and outside the school.,2,1,3,4,5,7,8,,6,,Unequal Expectations & Opportunities → High Expectations with Unlimited Opportunities,Narrow Focus → Whole-Child Focus,Rote Activities →  Rigorous Learning,Irrelevance → Relevance,Assimilation & Marginalization → Affirmation of Self & Others,Reinforcement of the Status Quo → Social Consciousness & Action,Isolation → Connection & Community,,Passive Compliance → Active Self-Direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,24,500561000125,Urban,458,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,2.50%,0.00%,1.46%,1.67%,0.21%,92.29%,1.88%,31.66%,12.32%,0.00%,,,,,,,,,Anne Blake,Co-Principal,ablake@mymtsd-vt.org,,2022-03-01 7:45:53
